Count,Hate Speech,Offensive Language,Neither Count,Class,Tweet,preprocessed_tweet,final_text
3,0,3,0,1,joe young gone shoot that bitch,"['joe', 'young', 'gone', 'shoot', 'bitch']",joe young gone shoot bitch
3,0,3,0,1,joes parties got hoes but its always hot as hell,"['joes', 'party', 'got', 'hoe', 'always', 'hot', 'hell']",joes party got hoe always hot hell
3,0,2,1,1,john kerry the sellout httptcosfirsvdy neverforget how this pussy screwed our troops in vietnam now hes rewarded disgusting,"['john', 'kerry', 'sellout', 'httptcosfirsvdy', 'neverforget', 'pussy', 'screwed', 'troop', 'vietnam', 'he', 'rewarded', 'disgusting']",john kerry sellout httptcosfirsvdy neverforget pussy screwed troop vietnam he rewarded disgusting
3,0,3,0,1,john legend is showin this country bitch up on her own song,"['john', 'legend', 'showin', 'country', 'bitch', 'song']",john legend showin country bitch song
3,0,0,3,2,john mccain trashes jay carny live on cnn  syria isis obama httptcoztbktri,"['john', 'mccain', 'trash', 'jay', 'carny', 'live', 'cnn', 'syria', 'isi', 'obama', 'httptcoztbktri']",john mccain trash jay carny live cnn syria isi obama httptcoztbktri
3,0,3,0,1,johnathan martin is a straight up pussy manup,"['johnathan', 'martin', 'straight', 'pussy', 'manup']",johnathan martin straight pussy manup
3,0,0,3,2,johnny manziel just flipped somebody the bird,"['johnny', 'manziel', 'flipped', 'somebody', 'bird']",johnny manziel flipped somebody bird
3,3,0,0,0,johnny rebel  if i could be a nigger for a day httptcojpkdkpbjxh,"['johnny', 'rebel', 'could', 'nigger', 'day', 'httptcojpkdkpbjxh']",johnny rebel could nigger day httptcojpkdkpbjxh
3,2,1,0,0,johnny rebel  quit your bitchin nigger httptcoucghryzge,"['johnny', 'rebel', 'quit', 'bitchin', 'nigger', 'httptcoucghryzge']",johnny rebel quit bitchin nigger httptcoucghryzge
3,1,2,0,1,johnny is a punk bitch doe,"['johnny', 'punk', 'bitch', 'doe']",johnny punk bitch doe
3,0,3,0,1,join my crew bitches,"['join', 'crew', 'bitch']",join crew bitch
3,0,3,0,1,jon jones just lost all my respect turned down a fight like a bitch hope he loses his next fight now jonnybones,"['jon', 'jones', 'lost', 'respect', 'turned', 'fight', 'like', 'bitch', 'hope', 'loses', 'next', 'fight', 'jonnybones']",jon jones lost respect turned fight like bitch hope loses next fight jonnybones
3,0,2,1,1,jon stewart takes a crack at stupid teabagger moron rick perry and his gayalcoholism commments httptcofqcwzhmjom,"['jon', 'stewart', 'take', 'crack', 'stupid', 'teabagger', 'moron', 'rick', 'perry', 'gayalcoholism', 'commments', 'httptcofqcwzhmjom']",jon stewart take crack stupid teabagger moron rick perry gayalcoholism commments httptcofqcwzhmjom
3,0,0,3,2,jones and ibaez are out of gas after giving it their all earlier in the first half the callups should get more playing time yankees mlb,"['jones', 'ibaez', 'gas', 'giving', 'earlier', 'first', 'half', 'callups', 'get', 'playing', 'time', 'yankee', 'mlb']",jones ibaez gas giving earlier first half callups get playing time yankee mlb
3,0,3,0,1,jonica look like a hoe from th and superior,"['jonica', 'look', 'like', 'hoe', 'th', 'superior']",jonica look like hoe th superior
3,0,3,0,1,"jordan so watcha been up to at college
me fuckin bitches amp stuff ya know
jordan alright seriously

 believes ichoosetobeabstinent","['jordan', 'watcha', 'college', 'fuckin', 'bitch', 'amp', 'stuff', 'ya', 'know', 'jordan', 'alright', 'seriously', 'belief', 'ichoosetobeabstinent']",jordan watcha college fuckin bitch amp stuff ya know jordan alright seriously belief ichoosetobeabstinent
3,0,1,2,2,jose soto reflections of a former gay teabagger httptcoxtmmuzyk,"['jose', 'soto', 'reflection', 'former', 'gay', 'teabagger', 'httptcoxtmmuzyk']",jose soto reflection former gay teabagger httptcoxtmmuzyk
3,0,1,2,2,josef just pitted slight possibility he can make it the remaining  laps but i highly doubt it will need yellow indyfest,"['josef', 'pitted', 'slight', 'possibility', 'make', 'remaining', 'lap', 'highly', 'doubt', 'need', 'yellow', 'indyfest']",josef pitted slight possibility make remaining lap highly doubt need yellow indyfest
3,0,3,0,1,josh youre a hoe,"['josh', 'youre', 'hoe']",josh youre hoe
3,0,1,2,2,js on my feet that song is trash too loll,"['j', 'foot', 'song', 'trash', 'loll']",j foot song trash loll
3,0,3,0,1,jtfooooo at pussy on fleek,"['jtfooooo', 'pussy', 'fleek']",jtfooooo pussy fleek
6,0,6,0,1,juicy j cant say no to ratchet pussy remember,"['juicy', 'j', 'cant', 'say', 'ratchet', 'pussy', 'remember']",juicy j cant say ratchet pussy remember
3,0,2,1,1,julius peppers still seems retarded,"['julius', 'pepper', 'still', 'seems', 'retarded']",julius pepper still seems retarded
3,0,3,0,1,jump out nd floor window cuz im over my side bitch crib and my girl beatin on the door  josh shaw,"['jump', 'nd', 'floor', 'window', 'cuz', 'im', 'side', 'bitch', 'crib', 'girl', 'beatin', 'door', 'josh', 'shaw']",jump nd floor window cuz im side bitch crib girl beatin door josh shaw
3,0,3,0,1,jungle fever be my favorite movie dat white girl love dat colored mans thang she take it hard and deep drive dat girls daddy wild crazy,"['jungle', 'fever', 'favorite', 'movie', 'dat', 'white', 'girl', 'love', 'dat', 'colored', 'man', 'thang', 'take', 'hard', 'deep', 'drive', 'dat', 'girl', 'daddy', 'wild', 'crazy']",jungle fever favorite movie dat white girl love dat colored man thang take hard deep drive dat girl daddy wild crazy
3,0,3,0,1,juniors are still pussies,"['junior', 'still', 'pussy']",junior still pussy
3,0,3,0,1,jus a d nicca n the a,"['jus', 'nicca', 'n']",jus nicca n
3,0,3,0,1,jus need a bad bitch thats gone always hold me down,"['jus', 'need', 'bad', 'bitch', 'thats', 'gone', 'always', 'hold']",jus need bad bitch thats gone always hold
3,0,3,0,1,jus need my nig mack wilds to winfk the award tho,"['jus', 'need', 'nig', 'mack', 'wild', 'winfk', 'award', 'tho']",jus need nig mack wild winfk award tho
3,1,2,0,1,jus tired to tell a nicca young thug was gah yesterday nicca aint believe me,"['jus', 'tired', 'tell', 'nicca', 'young', 'thug', 'gah', 'yesterday', 'nicca', 'aint', 'believe']",jus tired tell nicca young thug gah yesterday nicca aint believe
3,1,2,0,1,jus waking up and hearing about this lebron sheet  what a dummy  no respect for him  go get ya rings and come back real admirable bitch,"['jus', 'waking', 'hearing', 'lebron', 'sheet', 'dummy', 'respect', 'go', 'get', 'ya', 'ring', 'come', 'back', 'real', 'admirable', 'bitch']",jus waking hearing lebron sheet dummy respect go get ya ring come back real admirable bitch
3,0,3,0,1,juss got this hoe free so why not lop p httptcotrbdu,"['juss', 'got', 'hoe', 'free', 'lop', 'p', 'httptcotrbdu']",juss got hoe free lop p httptcotrbdu
3,1,2,0,1,just a young niggah wit a promised future caseyveggies,"['young', 'niggah', 'wit', 'promised', 'future', 'caseyveggies']",young niggah wit promised future caseyveggies
3,0,0,3,2,just as trash as the others fixed none of my issues rt sheseauxsaditty naw rt glitteryglossy anyone download ios  yet,"['trash', 'others', 'fixed', 'none', 'issue', 'rt', 'sheseauxsaditty', 'naw', 'rt', 'glitteryglossy', 'anyone', 'download', 'io', 'yet']",trash others fixed none issue rt sheseauxsaditty naw rt glitteryglossy anyone download io yet
3,0,3,0,1,just bc your hair is laid or wuteva dont mean nothin yo shit gotta smell marvelous dont no nigga want a bitch who smell like burnt weave,"['bc', 'hair', 'laid', 'wuteva', 'dont', 'mean', 'nothin', 'yo', 'shit', 'got', 'ta', 'smell', 'marvelous', 'dont', 'nigga', 'want', 'bitch', 'smell', 'like', 'burnt', 'weave']",bc hair laid wuteva dont mean nothin yo shit got ta smell marvelous dont nigga want bitch smell like burnt weave
3,0,2,1,1,just because you have a issue and your attorney is out of town doesnt mean you can be a bitch to me next time dont get in trouble,"['issue', 'attorney', 'town', 'doesnt', 'mean', 'bitch', 'next', 'time', 'dont', 'get', 'trouble']",issue attorney town doesnt mean bitch next time dont get trouble
3,0,2,1,1,just bought godsmackmusic new release and to all of you pussies whining about itstfu turnthatshituplouder godsmack,"['bought', 'godsmackmusic', 'new', 'release', 'pussy', 'whining', 'itstfu', 'turnthatshituplouder', 'godsmack']",bought godsmackmusic new release pussy whining itstfu turnthatshituplouder godsmack
3,0,3,0,1,just called a  basketball player out for the fade on twitter cuz dat pussy nigguh live in georgia come get me bitch,"['called', 'basketball', 'player', 'fade', 'twitter', 'cuz', 'dat', 'pussy', 'nigguh', 'live', 'georgia', 'come', 'get', 'bitch']",called basketball player fade twitter cuz dat pussy nigguh live georgia come get bitch
3,0,3,0,1,just cause you be on every party seen dont mean you bad bitch,"['cause', 'every', 'party', 'seen', 'dont', 'mean', 'bad', 'bitch']",cause every party seen dont mean bad bitch
3,0,3,0,1,just cause you got a boyfriend now dont mean you still aint a hoe now youre just a hoe with a boyfriend,"['cause', 'got', 'boyfriend', 'dont', 'mean', 'still', 'aint', 'hoe', 'youre', 'hoe', 'boyfriend']",cause got boyfriend dont mean still aint hoe youre hoe boyfriend
3,0,1,2,2,just cleaned my fingernails with a knife hillbilly shanemoses,"['cleaned', 'fingernail', 'knife', 'hillbilly', 'shanemoses']",cleaned fingernail knife hillbilly shanemoses
3,0,3,0,1,just cleaned this bitch boyfriendstruck clean insideandout ram tookforever nofliter httptcobvblrishy,"['cleaned', 'bitch', 'boyfriendstruck', 'clean', 'insideandout', 'ram', 'tookforever', 'nofliter', 'httptcobvblrishy']",cleaned bitch boyfriendstruck clean insideandout ram tookforever nofliter httptcobvblrishy
6,0,6,0,1,just cuz he looked at you doesnt mean he likes you hoe,"['cuz', 'looked', 'doesnt', 'mean', 'like', 'hoe']",cuz looked doesnt mean like hoe
3,0,3,0,1,just dont be looking for no dick later cuz im not a hoe,"['dont', 'looking', 'dick', 'later', 'cuz', 'im', 'hoe']",dont looking dick later cuz im hoe
3,0,3,0,1,just dont be offended its a word youre just a bitch whos looking for something to bitch about,"['dont', 'offended', 'word', 'youre', 'bitch', 'who', 'looking', 'something', 'bitch']",dont offended word youre bitch who looking something bitch
3,0,3,0,1,just dropped dat fine ass woman gingerdemoness we has da best chicken eva i spectin some lovin but she a lady and da colored thang,"['dropped', 'dat', 'fine', 'as', 'woman', 'gingerdemoness', 'da', 'best', 'chicken', 'eva', 'spectin', 'lovin', 'lady', 'da', 'colored', 'thang']",dropped dat fine as woman gingerdemoness da best chicken eva spectin lovin lady da colored thang
3,0,1,2,2,just got done taking some photos with brownie flowcity,"['got', 'done', 'taking', 'photo', 'brownie', 'flowcity']",got done taking photo brownie flowcity
3,1,2,0,1,just got into with some chic in rallys parking lot bitch speeding through the parking lot and almost hit my niece,"['got', 'chic', 'rally', 'parking', 'lot', 'bitch', 'speeding', 'parking', 'lot', 'almost', 'hit', 'niece']",got chic rally parking lot bitch speeding parking lot almost hit niece
3,0,3,0,1,just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was,"['got', 'gym', 'saw', 'old', 'black', 'hoe', 'coldest', 'body', 'hoe', 'jerry', 'curl', 'like']",got gym saw old black hoe coldest body hoe jerry curl like
3,0,3,0,1,just got rich took a broke nigga bitch,"['got', 'rich', 'took', 'broke', 'nigga', 'bitch']",got rich took broke nigga bitch
3,0,2,1,1,just got shit on by a bird blessed,"['got', 'shit', 'bird', 'blessed']",got shit bird blessed
3,0,3,0,1,just had someone under  casually ask me what the ff stood for on my car r u fking serious  foofighters bitch,"['someone', 'casually', 'ask', 'ff', 'stood', 'car', 'r', 'u', 'fking', 'serious', 'foofighters', 'bitch']",someone casually ask ff stood car r u fking serious foofighters bitch
3,0,3,0,1,just hand them the game you zebra jack asses and save us all the trouble of watching,"['hand', 'game', 'zebra', 'jack', 'ass', 'save', 'u', 'trouble', 'watching']",hand game zebra jack ass save u trouble watching
3,0,0,3,2,just hit  in flappy bird,"['hit', 'flappy', 'bird']",hit flappy bird
3,0,3,0,1,just hold on we goin to the crib bitch,"['hold', 'goin', 'crib', 'bitch']",hold goin crib bitch
3,0,0,3,2,just in case the day couldnt get better wifes rav  had a flat and being the redneck i am i put  inch rims on it so there goes x,"['case', 'day', 'couldnt', 'get', 'better', 'wife', 'rav', 'flat', 'redneck', 'put', 'inch', 'rim', 'go', 'x']",case day couldnt get better wife rav flat redneck put inch rim go x
3,0,0,3,2,"just killed  birds with  stone thank god i payed attention in my communication classes
work","['killed', 'bird', 'stone', 'thank', 'god', 'payed', 'attention', 'communication', 'class', 'work']",killed bird stone thank god payed attention communication class work
3,0,3,0,1,just landed in orlando the flight was as bumpy as a bitch,"['landed', 'orlando', 'flight', 'bumpy', 'bitch']",landed orlando flight bumpy bitch
3,0,3,0,1,just lets you know we all self conscious even the pretty bitches,"['let', 'know', 'self', 'conscious', 'even', 'pretty', 'bitch']",let know self conscious even pretty bitch
3,0,3,0,1,just like a bitch typical shit stepping in place elliptical shit wizard of hearts mythical shit watch yourself mystical shit,"['like', 'bitch', 'typical', 'shit', 'stepping', 'place', 'elliptical', 'shit', 'wizard', 'heart', 'mythical', 'shit', 'watch', 'mystical', 'shit']",like bitch typical shit stepping place elliptical shit wizard heart mythical shit watch mystical shit
3,0,3,0,1,just looked at a news story and thought to myself is she fucked up some kinda way because i am  hillbilly,"['looked', 'news', 'story', 'thought', 'fucked', 'kinda', 'way', 'hillbilly']",looked news story thought fucked kinda way hillbilly
3,0,3,0,1,just made that test my bitch,"['made', 'test', 'bitch']",made test bitch
6,0,6,0,1,just might fuck yo main bitch dats just how i feel  httptcooodbptgvn,"['might', 'fuck', 'yo', 'main', 'bitch', 'dat', 'feel', 'httptcooodbptgvn']",might fuck yo main bitch dat feel httptcooodbptgvn
3,0,3,0,1,just need a bad bitch thats gone always hold me down,"['need', 'bad', 'bitch', 'thats', 'gone', 'always', 'hold']",need bad bitch thats gone always hold
3,0,3,0,1,just need to know what that pussy like so one time is fine with me,"['need', 'know', 'pussy', 'like', 'one', 'time', 'fine']",need know pussy like one time fine
3,1,2,0,1,just once in my life i wanna see someone on family feud look at their family member and say thats a horrible answer are you retarded,"['life', 'wan', 'na', 'see', 'someone', 'family', 'feud', 'look', 'family', 'member', 'say', 'thats', 'horrible', 'answer', 'retarded']",life wan na see someone family feud look family member say thats horrible answer retarded
3,0,3,0,1,"just ordered chinese food bitches 
bring on the cat","['ordered', 'chinese', 'food', 'bitch', 'bring', 'cat']",ordered chinese food bitch bring cat
6,0,6,0,1,just passed my exs neighborhood and came across the thought that in the end i was the side bitch,"['passed', 'ex', 'neighborhood', 'came', 'across', 'thought', 'end', 'side', 'bitch']",passed ex neighborhood came across thought end side bitch
3,0,0,3,2,just posted a photo  yankee stadium httptcoyfluxh,"['posted', 'photo', 'yankee', 'stadium', 'httptcoyfluxh']",posted photo yankee stadium httptcoyfluxh
3,0,0,3,2,just purchased my first trenta iced coffeethis is a slippery slope,"['purchased', 'first', 'trenta', 'iced', 'coffeethis', 'slippery', 'slope']",purchased first trenta iced coffeethis slippery slope
3,0,3,0,1,just read this instagram profile luv my grls princesses by birth bitches by choice yeaaah youre cool tryhard loser,"['read', 'instagram', 'profile', 'luv', 'grls', 'princess', 'birth', 'bitch', 'choice', 'yeaaah', 'youre', 'cool', 'tryhard', 'loser']",read instagram profile luv grls princess birth bitch choice yeaaah youre cool tryhard loser
3,0,3,0,1,just remember when having standards becomes cool againim gonna call a lot of you out for staying quiet like a bitch all this time,"['remember', 'standard', 'becomes', 'cool', 'againim', 'gon', 'na', 'call', 'lot', 'staying', 'quiet', 'like', 'bitch', 'time']",remember standard becomes cool againim gon na call lot staying quiet like bitch time
3,0,3,0,1,just said bye to parkerwidly last time i have to see his bitch ass for four months thankgod,"['said', 'bye', 'parkerwidly', 'last', 'time', 'see', 'bitch', 'as', 'four', 'month', 'thankgod']",said bye parkerwidly last time see bitch as four month thankgod
3,0,3,0,1,"just said cunt in front of this old lady i kinda froze then she yelled yeah you tell that cunt
is it too late in life to get adopted","['said', 'cunt', 'front', 'old', 'lady', 'kinda', 'froze', 'yelled', 'yeah', 'tell', 'cunt', 'late', 'life', 'get', 'adopted']",said cunt front old lady kinda froze yelled yeah tell cunt late life get adopted
3,0,0,3,2,just saw a crow gallop across the road mmkay wut,"['saw', 'crow', 'gallop', 'across', 'road', 'mmkay', 'wut']",saw crow gallop across road mmkay wut
3,0,3,0,1,just saw a lady that looks like honey boo boos mom goddamn that bitch is ugly,"['saw', 'lady', 'look', 'like', 'honey', 'boo', 'boo', 'mom', 'goddamn', 'bitch', 'ugly']",saw lady look like honey boo boo mom goddamn bitch ugly
3,0,3,0,1,just saw the baddest bitch in life walking down the street if she didnt have that aeropostale shirt on i prolly woulda gamed her ass up,"['saw', 'baddest', 'bitch', 'life', 'walking', 'street', 'didnt', 'aeropostale', 'shirt', 'prolly', 'woulda', 'gamed', 'as']",saw baddest bitch life walking street didnt aeropostale shirt prolly woulda gamed as
3,0,3,0,1,just saw wat daddysammy did to my car t bitch,"['saw', 'wat', 'daddysammy', 'car', 'bitch']",saw wat daddysammy car bitch
3,0,3,0,1,just sayin what up hoe rt pufntrees sole fuck i do to u bitch,"['sayin', 'hoe', 'rt', 'pufntrees', 'sole', 'fuck', 'u', 'bitch']",sayin hoe rt pufntrees sole fuck u bitch
3,0,3,0,1,just seen a dude wearing all black and white outfit with pyrex shorts shes getting some pussy tonight,"['seen', 'dude', 'wearing', 'black', 'white', 'outfit', 'pyrex', 'short', 'shes', 'getting', 'pussy', 'tonight']",seen dude wearing black white outfit pyrex short shes getting pussy tonight
3,0,0,3,2,just seen a pic comparison of lou holtz and he grandma off beverly hillbillies and i cant stop crying tears of unfathomable hilarity,"['seen', 'pic', 'comparison', 'lou', 'holtz', 'grandma', 'beverly', 'hillbilly', 'cant', 'stop', 'cry', 'tear', 'unfathomable', 'hilarity']",seen pic comparison lou holtz grandma beverly hillbilly cant stop cry tear unfathomable hilarity
3,0,3,0,1,just seen the baddest bitch in tower city my heart just got warm,"['seen', 'baddest', 'bitch', 'tower', 'city', 'heart', 'got', 'warm']",seen baddest bitch tower city heart got warm
3,1,2,0,1,just smile bitches love smiling d,"['smile', 'bitch', 'love', 'smiling']",smile bitch love smiling
3,0,2,1,1,just smoked a whole th of that reserve thanks to my niggah blakkhoodie,"['smoked', 'whole', 'th', 'reserve', 'thanks', 'niggah', 'blakkhoodie']",smoked whole th reserve thanks niggah blakkhoodie
3,0,0,3,2,just spoke w hispaniclinkns legend mentor charlie ericksen great to catch up w those who helped open doors for latino journos thankful,"['spoke', 'w', 'hispaniclinkns', 'legend', 'mentor', 'charlie', 'ericksen', 'great', 'catch', 'w', 'helped', 'open', 'door', 'latino', 'journos', 'thankful']",spoke w hispaniclinkns legend mentor charlie ericksen great catch w helped open door latino journos thankful
3,0,3,0,1,just start blocking dissenters you coward pussy rtjoederosacomedy patiently awaiting a drop in my twitter followers nothing yetoh well,"['start', 'blocking', 'dissenter', 'coward', 'pussy', 'rtjoederosacomedy', 'patiently', 'awaiting', 'drop', 'twitter', 'follower', 'nothing', 'yetoh', 'well']",start blocking dissenter coward pussy rtjoederosacomedy patiently awaiting drop twitter follower nothing yetoh well
3,0,3,0,1,just started my upgrade for the level  dark elixer drill  elixer that was a bitch to get,"['started', 'upgrade', 'level', 'dark', 'elixer', 'drill', 'elixer', 'bitch', 'get']",started upgrade level dark elixer drill elixer bitch get
3,0,3,0,1,just stop being a hoe god dammit bitch it aint that hard,"['stop', 'hoe', 'god', 'dammit', 'bitch', 'aint', 'hard']",stop hoe god dammit bitch aint hard
3,0,0,3,2,just stopped by the line up room bealack still look like a doo wop singer,"['stopped', 'line', 'room', 'bealack', 'still', 'look', 'like', 'doo', 'wop', 'singer']",stopped line room bealack still look like doo wop singer
3,0,3,0,1,just straight ignorant bitches wheretheyheadsat,"['straight', 'ignorant', 'bitch', 'wheretheyheadsat']",straight ignorant bitch wheretheyheadsat
3,0,3,0,1,just straight like that no chaser and the bitch was a solid five on her wedding day my nigga,"['straight', 'like', 'chaser', 'bitch', 'solid', 'five', 'wedding', 'day', 'nigga']",straight like chaser bitch solid five wedding day nigga
3,0,3,0,1,just tied my right shoe while driving on the freeway if that aint swag bitch then i dont know what is,"['tied', 'right', 'shoe', 'driving', 'freeway', 'aint', 'swag', 'bitch', 'dont', 'know']",tied right shoe driving freeway aint swag bitch dont know
3,3,0,0,0,just to get u mad go on your search bar on here and search up stupid niggers amp hop on somebodys head then mention me lol stonethegreat,"['get', 'u', 'mad', 'go', 'search', 'bar', 'search', 'stupid', 'nigger', 'amp', 'hop', 'somebody', 'head', 'mention', 'lol', 'stonethegreat']",get u mad go search bar search stupid nigger amp hop somebody head mention lol stonethegreat
3,1,2,0,1,just touch down in jamaica tryna smoke two acres  send a nigguh to his makerr,"['touch', 'jamaica', 'tryna', 'smoke', 'two', 'acre', 'send', 'nigguh', 'makerr']",touch jamaica tryna smoke two acre send nigguh makerr
3,0,3,0,1,just trynna have a bad bitch come thru,"['trynna', 'bad', 'bitch', 'come', 'thru']",trynna bad bitch come thru
3,0,3,0,1,just unfollowed another crazy bitch whos next lol,"['unfollowed', 'another', 'crazy', 'bitch', 'who', 'next', 'lol']",unfollowed another crazy bitch who next lol
3,0,3,0,1,just wait the day i get off probation you know this bitch is gonna be on the moon and im not gonna come back to earth for a while,"['wait', 'day', 'get', 'probation', 'know', 'bitch', 'gon', 'na', 'moon', 'im', 'gon', 'na', 'come', 'back', 'earth']",wait day get probation know bitch gon na moon im gon na come back earth
3,2,1,0,0,"just watched the scene in zero dark thirty where they pop osamas bitch ass 
u s a","['watched', 'scene', 'zero', 'dark', 'thirty', 'pop', 'osamas', 'bitch', 'as', 'u']",watched scene zero dark thirty pop osamas bitch as u
3,0,0,3,2,just when im feeling totally useless in the world another baby bird found in need of tlc just call me drdolittle httptcotrwmrhgv,"['im', 'feeling', 'totally', 'useless', 'world', 'another', 'baby', 'bird', 'found', 'need', 'tlc', 'call', 'drdolittle', 'httptcotrwmrhgv']",im feeling totally useless world another baby bird found need tlc call drdolittle httptcotrwmrhgv
3,0,3,0,1,"just yelled out damn it reeks of weed in therereally did after this stoner fag didnt tip me while a cop was walking by
haha bitches","['yelled', 'damn', 'reek', 'weed', 'therereally', 'stoner', 'fag', 'didnt', 'tip', 'cop', 'walking', 'haha', 'bitch']",yelled damn reek weed therereally stoner fag didnt tip cop walking haha bitch
3,1,2,0,1,justin bieber fakes his permanent bitch face and it bugs the shit out of me,"['justin', 'bieber', 'fake', 'permanent', 'bitch', 'face', 'bug', 'shit']",justin bieber fake permanent bitch face bug shit
3,0,2,1,1,k dude seriously im not retarded so stop talking to me like i am or ill start being retarded and make you change my drool cup,"['k', 'dude', 'seriously', 'im', 'retarded', 'stop', 'talking', 'like', 'ill', 'start', 'retarded', 'make', 'change', 'drool', 'cup']",k dude seriously im retarded stop talking like ill start retarded make change drool cup
3,0,3,0,1,kmichelle shaped but its fakeshe pretty but she a manly bitchand the little mermaid hair just looks foolish,"['kmichelle', 'shaped', 'fakeshe', 'pretty', 'manly', 'bitchand', 'little', 'mermaid', 'hair', 'look', 'foolish']",kmichelle shaped fakeshe pretty manly bitchand little mermaid hair look foolish
3,0,3,0,1,kmichelle talking bout cant raise no man well due bitch he already grown,"['kmichelle', 'talking', 'bout', 'cant', 'raise', 'man', 'well', 'due', 'bitch', 'already', 'grown']",kmichelle talking bout cant raise man well due bitch already grown
3,0,0,3,2,kfc biscuits trash now,"['kfc', 'biscuit', 'trash']",kfc biscuit trash
3,0,1,2,2,kaaspietbloempietlol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet makenzolang maar blanke beslissing is,"['kaaspietbloempietlol', 'men', 'weet', 'van', 'gekkigheid', 'niet', 'meer', 'hoe', 'ze', 'simpele', 'oplossing', 'tegen', 'racisme', 'moet', 'makenzolang', 'maar', 'blanke', 'beslissing']",kaaspietbloempietlol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet makenzolang maar blanke beslissing
3,0,3,0,1,kae amp chris coming for yall bitches as a couple,"['kae', 'amp', 'chris', 'coming', 'yall', 'bitch', 'couple']",kae amp chris coming yall bitch couple
3,0,3,0,1,kaetlin is a bitch,"['kaetlin', 'bitch']",kaetlin bitch
3,0,3,0,1,kangaroo jac  wayneljr a bitch wit dry weave rt taelarbby fuck i look like hoe httptcohkmtwgpah,"['kangaroo', 'jac', 'wayneljr', 'bitch', 'wit', 'dry', 'weave', 'rt', 'taelarbby', 'fuck', 'look', 'like', 'hoe', 'httptcohkmtwgpah']",kangaroo jac wayneljr bitch wit dry weave rt taelarbby fuck look like hoe httptcohkmtwgpah
3,0,3,0,1,kanye new video so bitch made mane bruh how you gone throw shots a barrack den come up wit dat shit,"['kanye', 'new', 'video', 'bitch', 'made', 'mane', 'bruh', 'gone', 'throw', 'shot', 'barrack', 'den', 'come', 'wit', 'dat', 'shit']",kanye new video bitch made mane bruh gone throw shot barrack den come wit dat shit
3,3,0,0,0,kanye west is a faggot,"['kanye', 'west', 'faggot']",kanye west faggot
3,1,0,2,2,kanyeeeeeee is just a yard ape acting idiotjust stupid,"['kanyeeeeeee', 'yard', 'ape', 'acting', 'idiotjust', 'stupid']",kanyeeeeeee yard ape acting idiotjust stupid
3,0,3,0,1,kanyes verse on i won is making hoes feel like trophies for real,"['kanyes', 'verse', 'making', 'hoe', 'feel', 'like', 'trophy', 'real']",kanyes verse making hoe feel like trophy real
3,0,3,0,1,karlie jus put all these bitches on niggas better start checkin they wheels after yall drop yall bitch off,"['karlie', 'jus', 'put', 'bitch', 'nigga', 'better', 'start', 'checkin', 'wheel', 'yall', 'drop', 'yall', 'bitch']",karlie jus put bitch nigga better start checkin wheel yall drop yall bitch
6,0,6,0,1,karma a bitch but she cant figure me out with the shit im doing,"['karma', 'bitch', 'cant', 'figure', 'shit', 'im']",karma bitch cant figure shit im
3,0,3,0,1,karma is a bitch,"['karma', 'bitch']",karma bitch
3,0,3,0,1,karma is a bitch and usually comes around and goes around right or do some people just always catch the lucky breaks,"['karma', 'bitch', 'usually', 'come', 'around', 'go', 'around', 'right', 'people', 'always', 'catch', 'lucky', 'break']",karma bitch usually come around go around right people always catch lucky break
3,0,3,0,1,karma is a bitch so baby you will get yours,"['karma', 'bitch', 'baby', 'get']",karma bitch baby get
3,0,2,1,1,karma is a bitch the tables will turn even if the person want it to or not you cant stop it either,"['karma', 'bitch', 'table', 'turn', 'even', 'person', 'want', 'cant', 'stop', 'either']",karma bitch table turn even person want cant stop either
3,0,2,1,1,karma is a bitch httptcouukvnwn,"['karma', 'bitch', 'httptcouukvnwn']",karma bitch httptcouukvnwn
4,0,4,0,1,karma is a bitch well just make sure that bitch is beautiful,"['karma', 'bitch', 'well', 'make', 'sure', 'bitch', 'beautiful']",karma bitch well make sure bitch beautiful
3,0,3,0,1,karma is the biggest bitch youll ever meet keep pushing her buttons,"['karma', 'biggest', 'bitch', 'youll', 'ever', 'meet', 'keep', 'pushing', 'button']",karma biggest bitch youll ever meet keep pushing button
4,0,4,0,1,karma is the worst bitch remember that,"['karma', 'worst', 'bitch', 'remember']",karma worst bitch remember
3,0,3,0,1,karma is theeeee biggest bitch,"['karma', 'theeeee', 'biggest', 'bitch']",karma theeeee biggest bitch
3,0,3,0,1,karma sure is a bitch lol,"['karma', 'sure', 'bitch', 'lol']",karma sure bitch lol
3,0,2,1,1,karmas a bitch huh,"['karma', 'bitch', 'huh']",karma bitch huh
4,0,4,0,1,karmas a bitch,"['karma', 'bitch']",karma bitch
3,0,3,0,1,karmas a bitch i guess you should of loved the old me,"['karma', 'bitch', 'guess', 'loved', 'old']",karma bitch guess loved old
3,2,0,1,0,karmas a bitch and so are you youll be getting along just fine real soon,"['karma', 'bitch', 'youll', 'getting', 'along', 'fine', 'real', 'soon']",karma bitch youll getting along fine real soon
3,0,2,1,1,katey an voka made the hoes in the background popular,"['katey', 'voka', 'made', 'hoe', 'background', 'popular']",katey voka made hoe background popular
